age,job,marital,education,balance,contact,day,month,campaign,pdays,previous,poutcome,default_num,deposit_num,loan_num,housing_num,duration_min
40,housemaid,married,secondary,949,cellular,8,aug,1,-1,0,unknown,0,0,0,0,3.033333333333333
42,services,married,secondary,1165,cellular,18,may,6,-1,0,unknown,0,0,0,1,8.083333333333334
37,management,divorced,secondary,1655,cellular,12,may,1,175,2,failure,0,0,0,1,2.966666666666667
56,blue-collar,married,unknown,260,telephone,30,jul,2,-1,0,unknown,0,0,0,1,4.166666666666667
49,blue-collar,divorced,primary,0,cellular,29,jul,2,-1,0,unknown,0,0,0,1,7.8
35,entrepreneur,single,tertiary,-880,cellular,24,jul,3,-1,0,unknown,0,0,1,0,1.2833333333333334
41,management,divorced,tertiary,107,cellular,17,jul,17,-1,0,unknown,0,0,0,1,2.033333333333333
52,blue-collar,married,primary,1624,unknown,20,jun,3,-1,0,unknown,0,0,0,0,1.9
33,technician,single,tertiary,1257,cellular,22,jul,1,-1,0,unknown,0,0,0,1,1.1
40,admin.,single,unknown,355,cellular,7,apr,2,138,6,other,0,0,0,1,5.75
44,blue-collar,divorced,secondary,579,unknown,6,may,2,-1,0,unknown,0,0,0,1,3.3
39,blue-collar,married,secondary,1403,cellular,11,may,8,326,2,failure,0,0,0,0,3.566666666666667
39,blue-collar,married,primary,-176,cellular,9,jul,1,-1,0,unknown,0,0,0,0,2.933333333333333
28,management,single,secondary,-513,cellular,29,jul,8,-1,0,unknown,0,0,1,0,1.5833333333333333
45,technician,single,secondary,586,cellular,28,jul,3,-1,0,unknown,0,0,1,0,0.5333333333333333
63,retired,divorced,primary,1840,cellular,12,mar,3,-1,0,unknown,0,0,0,0,1.1833333333333333
32,technician,single,tertiary,720,cellular,12,aug,4,-1,0,unknown,0,0,0,0,3.9
28,blue-collar,single,secondary,97,unknown,7,may,1,-1,0,unknown,0,0,0,1,1.1166666666666667
36,management,single,tertiary,13,cellular,18,nov,1,-1,0,unknown,0,0,1,0,1.7666666666666666
34,admin.,divorced,secondary,140,cellular,8,may,2,365,1,failure,0,0,0,1,1.35
45,blue-collar,married,secondary,521,unknown,17,jun,3,-1,0,unknown,0,0,0,1,4.316666666666666
30,blue-collar,married,secondary,364,cellular,4,feb,1,-1,0,unknown,0,0,1,1,5.516666666666667
59,blue-collar,married,primary,416,unknown,16,jun,3,-1,0,unknown,0,0,0,0,1.5333333333333334
54,housemaid,married,primary,3304,cellular,25,jul,7,-1,0,unknown,0,0,1,0,1.5
47,unknown,married,unknown,1880,unknown,18,jun,2,-1,0,unknown,0,0,0,0,1.0666666666666667
41,admin.,single,tertiary,982,cellular,23,jul,1,-1,0,unknown,0,0,0,0,1.75
35,technician,divorced,secondary,0,cellular,25,aug,4,-1,0,unknown,0,0,0,0,2.066666666666667
38,services,married,secondary,173,unknown,20,may,2,-1,0,unknown,0,0,0,1,2.1666666666666665
36,technician,married,tertiary,911,cellular,4,may,3,-1,0,unknown,0,0,1,1,4.583333333333333
39,admin.,single,unknown,0,cellular,11,may,1,-1,0,unknown,0,0,0,1,1.0333333333333334
48,management,divorced,unknown,549,unknown,6,may,1,-1,0,unknown,0,0,0,1,7.116666666666666
42,blue-collar,married,primary,704,telephone,31,jul,10,-1,0,unknown,0,0,1,1,1.4666666666666666
24,blue-collar,single,secondary,476,unknown,4,jun,1,-1,0,unknown,0,0,0,1,2.683333333333333
57,retired,married,secondary,3738,cellular,19,apr,1,367,7,success,0,0,0,1,3.6666666666666665
35,unknown,married,primary,634,cellular,7,jul,2,-1,0,unknown,0,0,0,0,3.0833333333333335
32,management,single,tertiary,1134,cellular,28,aug,4,-1,0,unknown,0,0,0,0,1.4166666666666667
26,blue-collar,single,secondary,-128,cellular,8,jul,2,-1,0,unknown,0,0,1,0,6.533333333333333
27,technician,married,secondary,7102,unknown,30,may,9,-1,0,unknown,0,0,0,1,2.35
47,entrepreneur,divorced,secondary,186,cellular,2,feb,2,-1,0,unknown,0,0,0,0,1.8666666666666667
32,blue-collar,single,primary,1918,cellular,8,may,1,172,1,failure,0,0,0,1,5.3
48,self-employed,single,unknown,0,unknown,18,jun,1,-1,0,unknown,0,0,0,0,7.55
43,blue-collar,married,primary,250,cellular,12,may,5,342,16,failure,0,0,0,1,2.4
30,student,single,tertiary,31,cellular,14,may,1,-1,0,unknown,0,0,0,1,0.38333333333333336
28,technician,single,secondary,631,cellular,29,apr,7,-1,0,unknown,0,0,0,0,13.916666666666666
32,management,married,tertiary,62,cellular,14,may,1,-1,0,unknown,0,0,0,1,2.7666666666666666
26,self-employed,married,tertiary,479,cellular,9,feb,3,-1,0,unknown,0,0,0,1,2.216666666666667
38,blue-collar,single,secondary,1121,unknown,18,jun,1,-1,0,unknown,0,0,0,0,3.3833333333333333
30,services,single,unknown,138,cellular,20,apr,1,-1,0,unknown,0,0,0,1,3.1166666666666667
33,management,single,tertiary,0,telephone,5,may,2,358,5,other,0,0,0,1,6.65
37,services,divorced,secondary,239,unknown,23,may,2,-1,0,unknown,0,0,0,1,2.3333333333333335
47,management,married,tertiary,866,unknown,20,jun,7,-1,0,unknown,0,0,0,0,0.11666666666666667
36,technician,married,secondary,1466,unknown,29,may,1,-1,0,unknown,0,0,0,1,7.35
48,housemaid,married,secondary,3570,cellular,5,jun,2,-1,0,unknown,0,0,0,0,0.9666666666666667
47,technician,divorced,secondary,440,cellular,29,jan,1,-1,0,unknown,0,0,0,0,2.45
34,entrepreneur,single,tertiary,714,unknown,12,may,4,-1,0,unknown,0,0,0,1,2.7666666666666666
28,blue-collar,married,primary,674,telephone,14,may,4,-1,0,unknown,0,0,0,1,15.35
54,housemaid,married,primary,127,cellular,19,aug,4,-1,0,unknown,0,0,0,0,2.933333333333333
33,management,married,secondary,588,cellular,18,may,5,-1,0,unknown,0,0,0,1,0.18333333333333332
41,entrepreneur,divorced,tertiary,-413,unknown,8,may,2,-1,0,unknown,0,0,0,1,2.8333333333333335
41,admin.,single,secondary,882,unknown,28,may,2,-1,0,unknown,0,0,1,1,2.4166666666666665
42,management,married,tertiary,877,unknown,14,may,1,-1,0,unknown,0,0,0,1,3.966666666666667
32,admin.,married,secondary,337,cellular,15,may,3,368,1,failure,0,0,0,0,0.85
47,self-employed,married,tertiary,192,telephone,30,jul,6,-1,0,unknown,0,0,0,0,2.0
36,technician,married,primary,3350,cellular,16,apr,1,269,3,other,0,0,0,1,1.4333333333333333
34,management,married,tertiary,99,cellular,3,feb,2,-1,0,unknown,0,0,1,0,4.4
36,management,married,tertiary,806,cellular,3,feb,2,259,1,failure,0,0,0,1,1.7666666666666666
50,management,married,tertiary,6739,cellular,14,jul,3,-1,0,unknown,0,0,0,1,1.1333333333333333
53,admin.,married,primary,228,unknown,16,may,1,-1,0,unknown,0,0,0,1,1.6166666666666667
49,blue-collar,married,primary,-232,cellular,11,aug,2,-1,0,unknown,0,0,1,0,1.7666666666666666
39,technician,single,secondary,556,unknown,29,may,1,-1,0,unknown,0,0,0,1,5.366666666666666
47,management,married,tertiary,761,cellular,11,jul,2,-1,0,unknown,0,0,0,1,1.3333333333333333
57,retired,married,primary,207,unknown,8,may,1,-1,0,unknown,0,0,0,1,3.216666666666667
30,unemployed,married,secondary,221,cellular,8,aug,4,-1,0,unknown,0,0,0,0,1.0166666666666666
54,admin.,married,secondary,865,cellular,17,nov,1,-1,0,unknown,0,0,0,1,1.1833333333333333
35,management,single,tertiary,0,cellular,18,aug,5,-1,0,unknown,0,0,0,0,4.6
47,technician,divorced,secondary,1851,unknown,19,may,2,-1,0,unknown,0,0,0,1,2.3333333333333335
38,entrepreneur,married,secondary,-272,unknown,17,jun,2,-1,0,unknown,0,0,1,0,2.3833333333333333
40,admin.,married,secondary,367,telephone,5,feb,1,274,1,failure,0,0,0,1,1.4833333333333334
51,blue-collar,married,primary,0,cellular,20,nov,1,-1,0,unknown,0,0,0,0,1.4166666666666667
51,blue-collar,married,primary,230,unknown,6,may,1,-1,0,unknown,0,0,0,1,11.216666666666667
57,housemaid,married,primary,0,cellular,13,aug,2,-1,0,unknown,0,0,0,0,3.15
41,blue-collar,married,secondary,1954,cellular,18,nov,1,110,2,success,0,0,0,0,1.0833333333333333
31,entrepreneur,single,secondary,379,cellular,18,jul,2,-1,0,unknown,0,0,0,1,9.5
59,retired,single,secondary,-341,cellular,14,jul,3,-1,0,unknown,1,0,1,0,1.5666666666666667
26,services,single,primary,179,cellular,28,jul,4,-1,0,unknown,0,0,1,1,5.55
41,technician,married,tertiary,13,unknown,5,jun,2,-1,0,unknown,0,0,0,0,3.15
39,management,married,tertiary,839,cellular,11,oct,2,774,11,failure,0,0,1,0,6.083333333333333
25,blue-collar,single,secondary,192,telephone,4,jul,2,-1,0,unknown,0,0,0,0,1.8666666666666667
33,management,single,tertiary,576,cellular,25,may,1,111,2,other,0,0,0,0,3.6666666666666665
35,management,single,tertiary,643,unknown,23,may,1,-1,0,unknown,0,0,0,1,5.366666666666666
49,management,married,tertiary,342,cellular,30,jan,2,228,1,failure,0,0,0,0,7.216666666666667
31,blue-collar,married,secondary,1329,unknown,9,may,1,-1,0,unknown,0,0,1,1,2.2333333333333334
40,unemployed,married,secondary,219,unknown,5,may,1,-1,0,unknown,0,0,0,1,5.95
32,management,married,tertiary,141,cellular,4,may,3,89,9,success,0,0,0,1,1.3
42,blue-collar,married,primary,402,cellular,13,may,7,330,17,failure,0,0,0,0,0.5166666666666667
33,technician,married,tertiary,8023,cellular,30,nov,1,105,3,failure,0,0,0,0,1.7833333333333334
48,admin.,married,secondary,1131,cellular,8,may,1,-1,0,unknown,0,0,1,0,0.8166666666666667
28,student,single,secondary,1925,cellular,26,feb,1,93,3,success,0,0,0,0,2.316666666666667
43,blue-collar,single,primary,0,unknown,9,may,3,-1,0,unknown,0,0,0,0,1.1833333333333333
30,blue-collar,single,secondary,103,cellular,17,apr,2,317,1,other,0,0,0,1,34.21666666666667
41,admin.,married,secondary,1395,cellular,11,may,1,308,2,failure,0,0,1,1,1.4166666666666667
55,management,married,primary,621,cellular,2,feb,1,208,1,failure,0,0,1,0,1.9
55,management,married,tertiary,1161,cellular,20,nov,6,-1,0,unknown,0,0,0,1,0.13333333333333333
54,management,married,unknown,24,cellular,31,jul,10,-1,0,unknown,0,0,0,0,0.2
55,retired,married,primary,2,unknown,27,jun,4,-1,0,unknown,0,0,0,0,6.533333333333333
57,technician,married,secondary,295,cellular,19,aug,11,-1,0,unknown,0,0,0,0,2.5166666666666666
27,blue-collar,single,secondary,-208,unknown,21,may,2,-1,0,unknown,0,0,0,1,2.1166666666666667
28,management,married,tertiary,258,cellular,17,apr,1,-1,0,unknown,0,0,1,0,1.55
51,management,divorced,tertiary,119,cellular,17,nov,1,165,2,failure,0,0,0,0,3.3333333333333335
27,management,single,secondary,967,unknown,21,may,1,-1,0,unknown,0,0,0,1,2.7
40,blue-collar,divorced,secondary,-90,unknown,28,may,1,-1,0,unknown,0,0,0,1,2.1666666666666665
56,retired,married,secondary,0,cellular,26,jan,2,-1,0,unknown,0,0,0,0,6.883333333333334
35,services,married,secondary,0,cellular,30,jul,3,-1,0,unknown,0,0,0,1,4.183333333333334
47,entrepreneur,divorced,secondary,392,cellular,19,nov,1,-1,0,unknown,0,0,1,1,2.0833333333333335
49,blue-collar,married,primary,23,unknown,23,may,1,-1,0,unknown,0,0,0,1,4.116666666666666
35,management,single,tertiary,2486,cellular,25,may,1,-1,0,unknown,0,0,0,1,4.416666666666667
50,admin.,divorced,secondary,81,cellular,21,nov,1,-1,0,unknown,0,0,1,0,1.0666666666666667
55,housemaid,married,primary,1563,cellular,17,nov,2,-1,0,unknown,0,0,0,1,2.1333333333333333
56,blue-collar,married,secondary,1602,unknown,6,may,1,-1,0,unknown,0,0,0,1,7.116666666666666
35,technician,single,secondary,2144,unknown,13,may,2,-1,0,unknown,0,0,0,1,3.1333333333333333
42,blue-collar,married,secondary,273,unknown,12,jun,1,-1,0,unknown,0,0,0,0,5.25
34,blue-collar,married,primary,455,unknown,20,jun,3,-1,0,unknown,0,0,0,1,6.2
40,services,single,secondary,1038,unknown,5,jun,1,-1,0,unknown,0,0,0,0,12.35
33,services,married,secondary,-384,cellular,9,jul,1,-1,0,unknown,0,0,0,1,2.0833333333333335
33,management,married,tertiary,307,unknown,16,may,4,-1,0,unknown,0,0,0,0,13.433333333333334
59,retired,divorced,secondary,93,unknown,26,may,2,-1,0,unknown,0,0,0,0,3.216666666666667
51,housemaid,divorced,primary,127,unknown,13,sep,1,-1,0,unknown,0,0,0,0,1.15
47,services,married,secondary,-150,cellular,14,aug,4,-1,0,unknown,0,0,0,0,0.8666666666666667
48,management,married,tertiary,20718,unknown,14,may,1,-1,0,unknown,0,0,0,1,2.0833333333333335
31,admin.,single,tertiary,-218,unknown,2,jun,15,-1,0,unknown,0,0,0,1,3.783333333333333
39,blue-collar,married,secondary,5222,cellular,21,nov,2,177,1,failure,0,0,0,1,3.9833333333333334
52,admin.,married,secondary,484,unknown,6,may,1,-1,0,unknown,0,0,0,1,2.1333333333333333
28,technician,single,tertiary,75,cellular,5,may,2,-1,0,unknown,0,0,1,1,3.8833333333333333
56,technician,divorced,secondary,1480,cellular,5,feb,1,-1,0,unknown,0,0,1,1,9.6
47,services,married,secondary,1111,unknown,20,jun,4,-1,0,unknown,0,0,0,0,6.916666666666667
77,retired,divorced,primary,639,telephone,16,apr,7,-1,0,unknown,0,0,0,0,2.1166666666666667
39,blue-collar,single,secondary,29,unknown,7,may,2,-1,0,unknown,0,0,0,1,3.566666666666667
31,services,single,secondary,6374,unknown,23,may,2,-1,0,unknown,0,0,0,1,15.366666666666667
39,management,married,secondary,363,cellular,17,jul,1,-1,0,unknown,0,0,1,1,3.066666666666667
32,blue-collar,married,primary,-94,cellular,11,may,1,-1,0,unknown,0,0,1,1,5.133333333333334
59,admin.,married,secondary,92,cellular,12,may,2,350,1,failure,0,0,0,1,2.316666666666667
42,unknown,married,unknown,222,cellular,26,aug,16,-1,0,unknown,0,0,0,0,1.3333333333333333
50,technician,married,primary,249,unknown,6,may,1,-1,0,unknown,0,0,0,1,2.15
44,services,married,secondary,1450,cellular,14,apr,1,314,2,failure,0,0,0,1,5.933333333333334
47,housemaid,married,tertiary,2290,cellular,15,apr,1,-1,0,unknown,0,0,0,0,0.9
51,technician,married,tertiary,0,telephone,17,nov,1,-1,0,unknown,0,0,0,0,1.35
34,technician,married,secondary,1026,cellular,12,nov,1,100,6,failure,0,0,0,0,5.316666666666666
36,management,married,primary,3953,cellular,19,nov,1,-1,0,unknown,0,0,0,1,4.616666666666666
32,blue-collar,single,primary,1426,cellular,20,nov,1,-1,0,unknown,0,0,0,1,1.9
28,blue-collar,single,secondary,53,cellular,13,may,1,-1,0,unknown,0,0,0,1,1.55
34,management,married,tertiary,160,cellular,15,jul,1,-1,0,unknown,0,0,1,1,2.1666666666666665
40,management,single,tertiary,171,cellular,19,aug,3,-1,0,unknown,0,0,0,0,20.683333333333334
49,management,married,tertiary,3237,unknown,5,may,3,-1,0,unknown,0,0,0,1,3.8666666666666667
30,self-employed,single,secondary,192,cellular,22,jul,1,-1,0,unknown,0,0,0,0,7.05
56,self-employed,married,tertiary,0,cellular,19,nov,1,-1,0,unknown,1,0,0,0,2.033333333333333
28,management,single,tertiary,385,cellular,9,feb,4,193,7,failure,0,0,1,0,1.3166666666666667
31,blue-collar,married,secondary,2591,cellular,20,nov,1,-1,0,unknown,0,0,0,1,0.9166666666666666
28,blue-collar,single,secondary,39,cellular,31,jul,7,-1,0,unknown,0,0,0,0,0.36666666666666664
53,technician,married,primary,44,unknown,6,jun,1,-1,0,unknown,0,0,0,0,4.266666666666667
38,management,married,tertiary,5432,cellular,17,apr,1,149,2,failure,0,0,1,1,11.783333333333333
54,retired,divorced,tertiary,349,cellular,12,may,2,175,1,failure,0,0,0,1,2.933333333333333
36,management,single,tertiary,20,cellular,20,apr,2,150,3,other,0,0,0,1,12.766666666666667
60,retired,divorced,tertiary,381,cellular,17,apr,2,344,4,failure,0,0,0,1,3.466666666666667
40,management,married,secondary,4025,cellular,15,jul,4,-1,0,unknown,0,0,0,1,1.7833333333333334
50,admin.,single,secondary,167,cellular,28,jul,3,-1,0,unknown,0,0,1,0,3.35
28,management,single,tertiary,278,cellular,29,jan,1,-1,0,unknown,0,0,1,0,3.2333333333333334
33,blue-collar,married,secondary,263,unknown,21,may,3,-1,0,unknown,0,0,0,1,3.433333333333333
53,retired,married,secondary,4968,cellular,6,may,1,87,2,failure,0,0,0,0,1.8166666666666667
38,technician,married,secondary,581,unknown,6,may,1,-1,0,unknown,0,0,0,1,1.3166666666666667
34,management,single,tertiary,682,cellular,27,aug,3,-1,0,unknown,0,0,0,0,7.866666666666666
41,unknown,married,unknown,779,cellular,30,jul,10,-1,0,unknown,0,0,0,0,10.783333333333333
64,retired,married,tertiary,2139,cellular,14,oct,2,-1,0,unknown,0,0,0,0,10.533333333333333
45,management,married,secondary,5888,unknown,26,may,5,-1,0,unknown,0,0,0,1,0.75
38,technician,married,secondary,0,cellular,15,jul,4,-1,0,unknown,0,0,1,1,2.433333333333333
57,management,married,tertiary,3431,unknown,16,may,1,-1,0,unknown,0,0,0,1,1.2166666666666666
34,management,married,tertiary,188,cellular,5,may,1,-1,0,unknown,0,0,0,0,6.65
36,blue-collar,single,primary,3214,unknown,16,jun,2,-1,0,unknown,0,0,0,1,2.066666666666667
30,admin.,married,secondary,873,telephone,12,nov,1,167,3,success,0,0,0,1,1.9833333333333334
32,blue-collar,married,secondary,-32,cellular,12,may,1,-1,0,unknown,0,0,0,1,2.4166666666666665
42,blue-collar,married,secondary,1958,unknown,30,may,3,-1,0,unknown,0,0,0,1,2.066666666666667
35,admin.,married,secondary,76,unknown,17,jun,1,-1,0,unknown,1,0,1,0,1.7833333333333334
42,technician,married,secondary,1013,cellular,28,aug,8,-1,0,unknown,0,0,1,0,1.95
50,entrepreneur,married,secondary,2731,cellular,8,aug,2,-1,0,unknown,0,0,0,0,1.85
38,management,married,secondary,93,unknown,3,jul,2,-1,0,unknown,0,0,0,0,8.583333333333334
38,self-employed,married,secondary,173,cellular,18,aug,4,-1,0,unknown,0,0,0,0,3.4166666666666665
55,management,married,primary,384,telephone,4,feb,1,-1,0,unknown,0,0,0,0,1.25
60,housemaid,married,unknown,491,cellular,14,aug,4,-1,0,unknown,0,0,0,0,8.383333333333333
33,management,married,tertiary,728,cellular,13,aug,5,-1,0,unknown,0,0,0,1,4.583333333333333
30,technician,single,secondary,411,cellular,16,apr,1,-1,0,unknown,0,0,0,1,15.8
30,management,single,tertiary,265,cellular,25,nov,1,93,3,success,0,0,0,0,4.916666666666667
51,management,married,tertiary,-3,cellular,21,aug,2,-1,0,unknown,0,0,0,0,1.3166666666666667
37,management,married,tertiary,586,cellular,11,jul,2,-1,0,unknown,0,0,0,1,2.35
37,blue-collar,married,primary,-196,unknown,26,may,2,-1,0,unknown,0,0,0,1,2.7666666666666666
45,blue-collar,married,primary,700,telephone,13,may,4,-1,0,unknown,0,0,0,1,0.48333333333333334
37,blue-collar,married,secondary,-67,cellular,2,feb,1,-1,0,unknown,0,0,0,0,2.6166666666666667
48,management,married,tertiary,1600,cellular,18,nov,1,-1,0,unknown,0,0,0,0,7.466666666666667
42,services,married,secondary,508,unknown,30,may,1,-1,0,unknown,0,0,0,1,1.1666666666666667
49,technician,married,primary,486,telephone,7,jul,5,-1,0,unknown,0,0,0,0,3.816666666666667
36,management,single,tertiary,243,cellular,7,may,2,360,3,failure,0,0,0,1,2.6666666666666665
54,self-employed,married,secondary,203,telephone,7,jul,8,-1,0,unknown,0,0,0,1,3.966666666666667
52,management,married,tertiary,1944,cellular,15,apr,3,323,2,failure,0,0,0,1,3.966666666666667
30,management,married,tertiary,882,cellular,22,aug,6,-1,0,unknown,0,0,0,0,1.7
37,blue-collar,married,secondary,2924,cellular,31,jul,2,-1,0,unknown,0,0,0,0,1.2333333333333334
31,unemployed,married,secondary,20,telephone,18,nov,1,-1,0,unknown,0,0,0,0,0.8666666666666667
26,admin.,married,secondary,1417,unknown,6,jun,3,-1,0,unknown,0,0,0,1,1.0
51,admin.,divorced,secondary,340,unknown,8,may,1,-1,0,unknown,0,0,0,1,3.1
34,services,single,secondary,4062,cellular,15,may,1,-1,0,unknown,0,0,1,1,0.48333333333333334
26,blue-collar,married,primary,133,cellular,25,jul,3,-1,0,unknown,0,0,1,0,0.95
32,management,single,tertiary,0,cellular,17,nov,2,-1,0,unknown,0,0,1,1,1.7833333333333334
38,services,married,secondary,8876,cellular,2,feb,1,75,1,failure,0,0,0,0,4.666666666666667
52,admin.,married,secondary,423,cellular,20,oct,2,96,7,failure,0,0,1,1,2.316666666666667
44,management,married,tertiary,58,cellular,14,jul,3,-1,0,unknown,0,0,0,1,1.2
31,services,married,secondary,5,unknown,16,may,1,-1,0,unknown,0,0,0,1,3.6
38,services,married,primary,175,unknown,17,jun,2,-1,0,unknown,0,0,0,0,2.2
32,housemaid,married,primary,1349,cellular,7,aug,2,-1,0,unknown,0,0,0,1,2.2
41,blue-collar,married,primary,6596,cellular,20,nov,1,-1,0,unknown,0,0,0,1,1.4666666666666666
48,management,married,tertiary,1741,telephone,18,nov,1,-1,0,unknown,0,0,1,1,0.6666666666666666
29,blue-collar,married,primary,25,unknown,4,jun,2,-1,0,unknown,0,0,0,1,3.1333333333333333
41,management,married,tertiary,0,unknown,13,may,1,-1,0,unknown,0,0,0,1,2.683333333333333
49,management,married,tertiary,4374,cellular,31,jul,3,-1,0,unknown,0,0,0,1,1.1333333333333333
40,management,married,tertiary,16,cellular,9,feb,4,-1,0,unknown,0,0,1,0,0.7833333333333333
27,management,single,tertiary,574,cellular,18,may,3,-1,0,unknown,0,0,0,1,3.2666666666666666
45,blue-collar,single,secondary,615,cellular,15,may,1,-1,0,unknown,0,0,0,1,2.216666666666667
48,entrepreneur,divorced,tertiary,0,unknown,20,jun,1,-1,0,unknown,0,0,1,1,2.316666666666667
31,services,married,secondary,395,cellular,25,jul,3,-1,0,unknown,0,0,0,0,2.9
45,blue-collar,married,primary,678,cellular,5,aug,3,-1,0,unknown,0,0,0,0,1.7333333333333334
43,housemaid,married,primary,25,cellular,12,aug,2,-1,0,unknown,0,0,0,0,2.0166666666666666
31,admin.,single,secondary,626,unknown,21,may,1,-1,0,unknown,0,0,0,1,3.5166666666666666
37,management,married,tertiary,165,cellular,24,aug,1,83,1,other,0,0,0,0,5.25
38,self-employed,married,secondary,746,unknown,20,jun,3,-1,0,unknown,0,0,0,0,4.266666666666667
29,services,married,secondary,376,telephone,28,jan,3,183,4,failure,0,0,1,0,0.8166666666666667
28,blue-collar,married,primary,-55,unknown,7,may,2,-1,0,unknown,0,0,0,1,6.016666666666667
55,housemaid,divorced,primary,0,unknown,20,jun,2,-1,0,unknown,0,0,0,0,6.633333333333334
27,technician,divorced,secondary,21,cellular,18,may,1,356,1,failure,0,0,0,1,5.6
43,self-employed,married,tertiary,3003,cellular,8,aug,3,-1,0,unknown,0,0,0,0,5.966666666666667
29,management,single,tertiary,92,cellular,2,jun,1,92,5,success,0,0,0,0,1.6833333333333333
52,technician,divorced,secondary,511,cellular,20,aug,4,-1,0,unknown,0,0,1,0,1.6333333333333333
33,services,married,primary,6904,telephone,20,nov,2,-1,0,unknown,0,0,0,0,1.9
27,services,single,secondary,795,cellular,6,feb,3,-1,0,unknown,0,0,0,0,1.6833333333333333
27,technician,single,secondary,0,cellular,6,feb,1,-1,0,unknown,0,0,0,0,2.683333333333333
31,management,married,tertiary,166,cellular,25,aug,6,-1,0,unknown,0,0,0,0,6.533333333333333
31,self-employed,married,secondary,157,unknown,19,may,1,-1,0,unknown,0,0,0,1,4.75
45,technician,divorced,secondary,0,cellular,26,aug,2,-1,0,unknown,0,0,0,0,1.0666666666666667
34,technician,single,secondary,0,cellular,28,aug,6,-1,0,unknown,0,0,0,0,3.25
48,management,divorced,tertiary,174,cellular,6,aug,2,-1,0,unknown,0,0,0,0,4.833333333333333
47,blue-collar,married,secondary,1536,cellular,17,apr,1,301,4,other,0,0,0,1,0.6833333333333333
49,services,married,secondary,1114,cellular,17,nov,1,-1,0,unknown,0,0,0,0,4.716666666666667
55,retired,divorced,tertiary,816,cellular,18,nov,3,-1,0,unknown,0,0,0,0,1.8833333333333333
51,management,single,tertiary,1202,cellular,18,nov,1,-1,0,unknown,0,0,0,1,1.65
37,management,single,tertiary,600,cellular,17,nov,2,196,1,failure,0,0,0,1,1.9333333333333333
33,technician,divorced,secondary,6,cellular,22,aug,2,-1,0,unknown,1,0,0,0,3.9833333333333334
33,blue-collar,married,unknown,2655,cellular,21,nov,1,-1,0,unknown,0,0,0,1,3.25
29,management,single,tertiary,499,cellular,15,may,1,-1,0,unknown,0,0,0,1,5.633333333333334
57,housemaid,divorced,primary,0,unknown,9,jun,1,-1,0,unknown,0,0,0,0,1.6166666666666667
60,retired,married,secondary,197,cellular,7,oct,1,-1,0,unknown,0,0,0,0,23.1
51,housemaid,married,primary,289,unknown,14,may,5,-1,0,unknown,0,0,0,0,1.6166666666666667
45,technician,single,tertiary,5336,unknown,28,may,2,-1,0,unknown,0,0,0,0,1.65
45,admin.,married,secondary,434,cellular,26,aug,4,-1,0,unknown,0,0,0,0,1.2666666666666666
39,management,married,tertiary,691,cellular,16,apr,1,255,1,failure,0,0,1,1,8.616666666666667
25,blue-collar,single,secondary,-250,unknown,13,may,1,-1,0,unknown,0,0,0,1,7.6
47,blue-collar,married,secondary,3696,cellular,19,nov,3,170,2,failure,0,0,0,1,10.583333333333334
34,blue-collar,married,secondary,2595,cellular,17,apr,1,336,2,other,0,0,1,1,2.1
40,unemployed,married,secondary,1077,cellular,17,nov,2,-1,0,unknown,0,0,1,1,2.466666666666667
48,blue-collar,divorced,secondary,501,cellular,15,may,5,-1,0,unknown,0,0,0,1,0.2
39,technician,single,tertiary,21,unknown,23,may,1,-1,0,unknown,0,0,0,1,0.9666666666666667
38,services,married,secondary,797,cellular,20,apr,4,-1,0,unknown,0,0,0,1,1.0333333333333334
32,services,single,secondary,1659,unknown,30,may,6,-1,0,unknown,0,0,0,1,2.0
27,entrepreneur,married,secondary,97,cellular,18,may,3,-1,0,unknown,0,0,1,1,0.21666666666666667
47,blue-collar,married,primary,2,cellular,20,nov,4,190,1,failure,0,0,1,1,11.016666666666667
40,management,married,tertiary,384,cellular,20,apr,3,327,2,failure,0,0,0,0,3.3333333333333335
41,technician,married,tertiary,63,cellular,25,aug,3,-1,0,unknown,0,0,0,0,0.6
40,admin.,married,secondary,1327,unknown,26,may,2,-1,0,unknown,0,0,1,1,1.2666666666666666
39,blue-collar,married,secondary,284,cellular,17,apr,2,318,6,failure,0,0,1,1,23.766666666666666
45,technician,married,secondary,3395,cellular,18,nov,1,188,1,failure,0,0,0,1,1.5333333333333334
31,services,single,secondary,2038,unknown,20,may,1,-1,0,unknown,0,0,0,1,2.466666666666667
27,admin.,single,secondary,15,cellular,21,jul,1,-1,0,unknown,0,0,1,0,2.95
56,blue-collar,single,secondary,1187,cellular,5,feb,2,-1,0,unknown,0,0,0,1,0.7833333333333333
39,admin.,married,secondary,3047,cellular,11,may,1,370,2,failure,0,0,0,1,4.65
52,management,married,tertiary,11650,cellular,17,nov,1,-1,0,unknown,0,0,0,1,0.8
58,management,single,tertiary,1387,unknown,5,may,5,-1,0,unknown,0,0,0,1,2.9
48,technician,single,tertiary,0,unknown,16,jun,4,-1,0,unknown,0,0,0,0,1.2166666666666666
33,blue-collar,single,secondary,1387,cellular,5,feb,1,-1,0,unknown,0,0,0,0,3.0833333333333335
38,services,divorced,secondary,446,unknown,18,jun,4,-1,0,unknown,0,0,0,1,6.216666666666667
42,technician,single,secondary,275,cellular,26,aug,8,-1,0,unknown,0,0,0,0,0.5166666666666667
